auc_delta	cluster	cluster_top_signature	collection	dataset_id	doi	evidence_note	expected_cluster_label	leading_overlap_genes	mean_metric_background	mean_metric_in_pathway	notes	overlap_marker_genes	overlap_n	p_adj_bh	p_value	panel	pathway_name	pathway_priority_label	pathway_size_in_ranked_genes	ranked_gene_n	reference	reference_marker_genes	significant_fdr_0_05	status	summary_id	support_status	url	value
0.11118038777613248	5	caf_fibroblast	hallmark	pdac_gse263733				ACTG2;ACTN1;ADAMTS5;AKT2;AKT3;BAIAP2;CD99;CDH11;CDH4;CDH6;CLDN15;CNTN1;COL16A1;CRAT;DLG1;EPB41L2;FBN1;IRS1;JAM3;LAYN;LDLRAP1;LIMA1;MMP2;MYH10;MYL9;NEXN;NFASC;PKD1;RRAS;SGCE	0.8335818711546216	1.06308621320969				0.030701151882601637	0.008446420189297916	figure4_pathway_interpretable_hits	HALLMARK_APICAL_JUNCTION	manuscript_interpretable_candidate	39	3000			True					
0.09911202705412903	5	caf_fibroblast	hallmark	pdac_gse263733				ACADSB;ACADVL;ACAT1;ATP6AP1;ATP6V0E1;ATP6V1D;ATP6V1E1;ATP6V1G1;CASP7;COX11;CYB5A;CYB5R3;CYC1;ECH1;ECHS1;ETFB;ETFDH;FH;GPX4;HADHA;HADHB;HSPA9;IMMT;ISCU;MAOB;MRPL34;NDUFA9;NDUFB4;NDUFB6;NDUFC2	0.8336697527712703	1.010955966857015				0.031047034279677165	0.008582391447828129	figure4_pathway_top_hits	HALLMARK_OXIDATIVE_PHOSPHORYLATION	background_significant_pathway	49	3000			True					
0.11447879893697199	5	caf_fibroblast	hallmark	pdac_gse263733				ABCF2;ACLY;ACSL3;ATP2A2;ATP6V1D;CALR;CCNG1;CD9;CYP51A1;EDEM1;FKBP2;GBE1;HSPA9;HSPE1;IGFBP5;IMMT;LGMN;ME1;NFYC;NUFIP1;NUPR1;PFKL;PLOD2;PPIA;PSMB5;PSMC4;PSMC6;RAB1A;SERPINH1;SSR1	0.8342267346297738	1.0405819968265646				0.037132698417234974	0.010759765945125552	figure4_pathway_top_hits	HALLMARK_MTORC1_SIGNALING	background_significant_pathway	34	3000			True					
0.20246570558097032	5	caf_fibroblast	reactome	pdac_gse263733				A2M;ACTA2;ACTG2;ACTN1;ADAMTS1;ADAMTS14;ADAMTS2;ADAMTS5;APP;ASPN;BGN;BSG;CAPNS1;CD151;COL10A1;COL11A1;COL12A1;COL14A1;COL15A1;COL16A1;COL18A1;COL1A1;COL1A2;COL26A1;COL3A1;COL4A1;COL4A2;COL5A1;COL5A2;COL5A3	0.8229993396190757	1.1896503661666904				8.531037124183565e-12	2.0826945091903542e-13	figure4_pathway_top_hits	REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	manuscript_interpretable_candidate	111	3000			True					
0.20246570558097032	5	caf_fibroblast	reactome	pdac_gse263733				A2M;ACTA2;ACTG2;ACTN1;ADAMTS1;ADAMTS14;ADAMTS2;ADAMTS5;APP;ASPN;BGN;BSG;CAPNS1;CD151;COL10A1;COL11A1;COL12A1;COL14A1;COL15A1;COL16A1;COL18A1;COL1A1;COL1A2;COL26A1;COL3A1;COL4A1;COL4A2;COL5A1;COL5A2;COL5A3	0.8229993396190757	1.1896503661666904				8.531037124183565e-12	2.0826945091903542e-13	figure4_pathway_interpretable_hits	REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	manuscript_interpretable_candidate	111	3000			True					
0.265631960364628	5	caf_fibroblast	reactome	pdac_gse263733				APP;ASPN;BGN;COL1A1;COL1A2;COL3A1;COL4A1;COL4A2;COL5A1;COL5A2;COL5A3;COL6A1;COL6A2;COL6A3;DCN;FMOD;FN1;ITGA8;ITGAV;ITGB5;LAMA1;LAMA2;LAMB1;LAMB2;LAMC1;LUM;SPARC;TGFB2;TGFB3;TNN	0.8301281527502844	1.4530902351102521				3.488196048407605e-06	1.735909770569043e-07	figure4_pathway_top_hits	REACTOME_ECM_PROTEOGLYCANS	background_significant_pathway	31	3000			True					
0.23997387966878714	5	caf_fibroblast	reactome	pdac_gse263733				ADAMTS14;ADAMTS2;CD151;COL10A1;COL11A1;COL12A1;COL14A1;COL15A1;COL16A1;COL18A1;COL1A1;COL1A2;COL26A1;COL3A1;COL4A1;COL4A2;COL5A1;COL5A2;COL5A3;COL6A1;COL6A2;COL6A3;COL8A1;CRTAP;CTSB;CTSL;DST;LOX;LOXL1;LOXL2	0.8306556490025433	1.2972171173283928				3.5393489977575044e-06	1.781306162251664e-07	figure4_pathway_top_hits	REACTOME_COLLAGEN_FORMATION	manuscript_interpretable_candidate	38	3000			True					
0.23997387966878714	5	caf_fibroblast	reactome	pdac_gse263733				ADAMTS14;ADAMTS2;CD151;COL10A1;COL11A1;COL12A1;COL14A1;COL15A1;COL16A1;COL18A1;COL1A1;COL1A2;COL26A1;COL3A1;COL4A1;COL4A2;COL5A1;COL5A2;COL5A3;COL6A1;COL6A2;COL6A3;COL8A1;CRTAP;CTSB;CTSL;DST;LOX;LOXL1;LOXL2	0.8306556490025433	1.2972171173283928				3.5393489977575044e-06	1.781306162251664e-07	figure4_pathway_interpretable_hits	REACTOME_COLLAGEN_FORMATION	manuscript_interpretable_candidate	38	3000			True					
0.28382603929189865	5	caf_fibroblast	reactome	pdac_gse263733				CD151;COL10A1;COL11A1;COL12A1;COL14A1;COL15A1;COL18A1;COL1A1;COL1A2;COL3A1;COL4A1;COL4A2;COL5A1;COL5A2;COL5A3;COL6A1;COL6A2;COL6A3;COL8A1;CTSB;CTSL;DST;LOX;LOXL1;LOXL2;PCOLCE;PXDN	0.8311836517623006	1.429158744988618				3.627385661041881e-06	1.8392377999648973e-07	figure4_pathway_top_hits	REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES	manuscript_interpretable_candidate	27	3000			True					
0.28382603929189865	5	caf_fibroblast	reactome	pdac_gse263733				CD151;COL10A1;COL11A1;COL12A1;COL14A1;COL15A1;COL18A1;COL1A1;COL1A2;COL3A1;COL4A1;COL4A2;COL5A1;COL5A2;COL5A3;COL6A1;COL6A2;COL6A3;COL8A1;CTSB;CTSL;DST;LOX;LOXL1;LOXL2;PCOLCE;PXDN	0.8311836517623006	1.429158744988618				3.627385661041881e-06	1.8392377999648973e-07	figure4_pathway_interpretable_hits	REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES	manuscript_interpretable_candidate	27	3000			True					
0.2700802730244184	5	caf_fibroblast	reactome	pdac_gse263733				BSG;COL10A1;COL16A1;COL18A1;COL1A1;COL1A2;COL3A1;COL4A1;COL4A2;COL5A1;COL5A2;COL5A3;COL6A1;COL6A2;COL6A3;COL8A1;FBN1;FN1;ITGA1;ITGA11;ITGA8;ITGAE;ITGAV;ITGB5;JAM3;LUM;THBS1;VCAM1	0.8317536260045233	1.3473037970917565				7.630089641957619e-06	4.184011597092253e-07	figure4_pathway_top_hits	REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	manuscript_interpretable_candidate	28	3000			True					
0.2700802730244184	5	caf_fibroblast	reactome	pdac_gse263733				BSG;COL10A1;COL16A1;COL18A1;COL1A1;COL1A2;COL3A1;COL4A1;COL4A2;COL5A1;COL5A2;COL5A3;COL6A1;COL6A2;COL6A3;COL8A1;FBN1;FN1;ITGA1;ITGA11;ITGA8;ITGAE;ITGAV;ITGB5;JAM3;LUM;THBS1;VCAM1	0.8317536260045233	1.3473037970917565				7.630089641957619e-06	4.184011597092253e-07	figure4_pathway_interpretable_hits	REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	manuscript_interpretable_candidate	28	3000			True					
0.13949613661889881	5	caf_fibroblast	reactome	pdac_gse263733				AAMP;ABI2;ADCYAP1;AHCYL1;AKT2;AKT3;AP2A2;AP2M1;APOE;ATP6AP1;ATP6V0E1;ATP6V1D;ATP6V1E1;ATP6V1G1;AXL;BAIAP2;BCAR1;CAV1;CDK5R2;CLTA;COL11A1;COL1A1;COL1A2;COL3A1;COL4A1;COL4A2;COL5A1;COL5A2;COL5A3;COL6A1	0.8276058759378351	1.0911221013349646				1.3912738599839082e-05	8.099434677840592e-07	figure4_pathway_top_hits	REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES	background_significant_pathway	102	3000			True					
0.20447955609196078	5	caf_fibroblast	reactome	pdac_gse263733				A2M;ADAMTS1;ADAMTS5;BSG;CAPNS1;COL10A1;COL11A1;COL12A1;COL14A1;COL15A1;COL16A1;COL18A1;COL1A1;COL1A2;COL26A1;COL3A1;COL4A1;COL4A2;COL5A1;COL5A2;COL5A3;COL6A1;COL6A2;COL6A3;COL8A1;CTSB;CTSK;CTSL;DCN;ELN	0.8298818538256731	1.2657671000646509				1.570697303102178e-05	9.379938824159485e-07	figure4_pathway_top_hits	REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	manuscript_interpretable_candidate	46	3000			True					
0.20447955609196078	5	caf_fibroblast	reactome	pdac_gse263733				A2M;ADAMTS1;ADAMTS5;BSG;CAPNS1;COL10A1;COL11A1;COL12A1;COL14A1;COL15A1;COL16A1;COL18A1;COL1A1;COL1A2;COL26A1;COL3A1;COL4A1;COL4A2;COL5A1;COL5A2;COL5A3;COL6A1;COL6A2;COL6A3;COL8A1;CTSB;CTSK;CTSL;DCN;ELN	0.8298818538256731	1.2657671000646509				1.570697303102178e-05	9.379938824159485e-07	figure4_pathway_interpretable_hits	REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	manuscript_interpretable_candidate	46	3000			True					
0.41832775919732446	5	caf_fibroblast	reactome	pdac_gse263733				CACNA1H;COL3A1;COL4A1;COL4A2;COL5A1;COL5A2;COL5A3;COL6A1;COL6A2;COL6A3	0.8337153960829196	1.6887248516082765				3.589126315074077e-05	2.392750876716051e-06	figure4_pathway_top_hits	REACTOME_NCAM1_INTERACTIONS	background_significant_pathway	10	3000			True					
0.11254084967320266	5	caf_fibroblast	reactome	pdac_gse263733				A1BG;AAMP;ABI2;ABL1;ACLY;ACTR1B;AGL;AHCYL1;ALOX5;ANO6;ANPEP;AP2A2;APEH;APP;ASAH1;ATOX1;ATP6V0E1;ATP6V1D;ATP6V1E1;ATP6V1G1;ATP8B4;BAIAP2;C1R;C1S;C7;CANT1;CAPZA2;CARD9;CCT8;CD180	0.8278281332022336	1.0098550998502307				3.726015335876087e-05	2.511999071510827e-06	figure4_pathway_top_hits	REACTOME_INNATE_IMMUNE_SYSTEM	background_significant_pathway	144	3000			True					
0.36629852744310576	5	caf_fibroblast	reactome	pdac_gse263733				CACNA1H;COL3A1;COL4A1;COL4A2;COL5A1;COL5A2;COL5A3;COL6A1;COL6A2;COL6A3;FGFR1;NRAS	0.8334544394988133	1.6112014651298523				7.825396653853031e-05	5.775363164252096e-06	figure4_pathway_top_hits	REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH	background_significant_pathway	12	3000			True					
0.21061534712850505	5	caf_fibroblast	reactome	pdac_gse263733				A1BG;A2M;ACTN1;APP;CALU;CD36;CD63;CD9;CHID1;CLU;ECM1;F13A1;FAM3C;FN1;GAS6;HGF;ISLR;LGALS3BP;MAGED2;PDGFA;PPIA;PROS1;RARRES2;SCCPDH;SCG3;SERPING1;SOD1;SPARC;TF;TGFB2	0.8300056765899163	1.3766515942083464				8.999866065020377e-05	6.794265085705525e-06	figure4_pathway_top_hits	REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2	background_significant_pathway	36	3000			True					
0.22497755331088665	5	caf_fibroblast	reactome	pdac_gse263733				ADAMTS14;ADAMTS2;COL10A1;COL11A1;COL12A1;COL14A1;COL15A1;COL16A1;COL18A1;COL1A1;COL1A2;COL26A1;COL3A1;COL4A1;COL4A2;COL5A1;COL5A2;COL5A3;COL6A1;COL6A2;COL6A3;COL8A1;CRTAP;P3H1;P3H3;P4HA2;P4HB;PCOLCE;PLOD2;SERPINH1	0.8319347436078871	1.295003142952919				0.0001380057945752581	1.0859047498034393e-05	figure4_pathway_top_hits	REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES	manuscript_interpretable_candidate	30	3000			True					
0.22497755331088665	5	caf_fibroblast	reactome	pdac_gse263733				ADAMTS14;ADAMTS2;COL10A1;COL11A1;COL12A1;COL14A1;COL15A1;COL16A1;COL18A1;COL1A1;COL1A2;COL26A1;COL3A1;COL4A1;COL4A2;COL5A1;COL5A2;COL5A3;COL6A1;COL6A2;COL6A3;COL8A1;CRTAP;P3H1;P3H3;P4HA2;P4HB;PCOLCE;PLOD2;SERPINH1	0.8319347436078871	1.295003142952919				0.0001380057945752581	1.0859047498034393e-05	figure4_pathway_interpretable_hits	REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES	manuscript_interpretable_candidate	30	3000			True					
0.10002040932025624	5	caf_fibroblast	reactome	pdac_gse263733				ABCF2;ABCG2;ABL1;ACADVL;ADCY2;ADCY3;ADD1;AGO3;AKT2;AKT3;ANAPC11;AR;ARFGAP1;ATF3;ATOX1;ATP6V0E1;ATP6V1D;ATP6V1E1;ATP6V1G1;BLVRB;BMI1;CACNA1H;CALR;CAMK2B;CAPNS1;CAPZA2;CBX6;CCL2;CCS;CDK4	0.8285399126147553	0.9838724607421506				0.00016565138745427732	1.334543572166854e-05	figure4_pathway_top_hits	REACTOME_CELLULAR_RESPONSES_TO_STIMULI	background_significant_pathway	155	3000			True					
0.18393621816542705	5	caf_fibroblast	reactome	pdac_gse263733				ANO8;APOE;APP;CALU;CHGB;CKAP4;CST3;EVA1A;FAM20A;FAM20C;FBN1;FN1;FSTL1;FUCA2;GAS6;IGFBP2;IGFBP4;IGFBP5;IGFBP6;IGFBP7;LAMB1;LAMB2;LAMC1;LGALS1;LTBP1;MFGE8;MMP1;MMP2;MXRA8;P4HB	0.8298911259656343	1.3066269570872897				0.0002406011802416711	2.0693960666795374e-05	figure4_pathway_top_hits	REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS	background_significant_pathway	42	3000			True					
0.26192199721040277	5	caf_fibroblast	reactome	pdac_gse263733				ACTA2;ACTG2;ANXA6;CACNA1H;CALD1;ITGA1;ITGB5;LMOD1;MYH11;MYL6;MYL6B;MYL9;MYLK;PDE5A;SORBS1;TPM1;TPM2;TPM4;VCL	0.8322661491657655	1.511099586361333				0.00042087566650133104	4.046729413120779e-05	figure4_pathway_top_hits	REACTOME_SMOOTH_MUSCLE_CONTRACTION	background_significant_pathway	19	3000			True					
0.2188835320352307	5	caf_fibroblast	reactome	pdac_gse263733				COL10A1;COL11A1;COL12A1;COL14A1;COL15A1;COL16A1;COL18A1;COL1A1;COL1A2;COL26A1;COL3A1;COL4A1;COL4A2;COL5A1;COL5A2;COL5A3;COL6A1;COL6A2;COL6A3;COL8A1;CTSB;CTSK;CTSL;MMP1;MMP11;MMP2;PRSS2	0.8321154658998098	1.3265556549584423				0.0004499284785111426	4.4021171324752166e-05	figure4_pathway_top_hits	REACTOME_COLLAGEN_DEGRADATION	manuscript_interpretable_candidate	27	3000			True					
0.2188835320352307	5	caf_fibroblast	reactome	pdac_gse263733				COL10A1;COL11A1;COL12A1;COL14A1;COL15A1;COL16A1;COL18A1;COL1A1;COL1A2;COL26A1;COL3A1;COL4A1;COL4A2;COL5A1;COL5A2;COL5A3;COL6A1;COL6A2;COL6A3;COL8A1;CTSB;CTSK;CTSL;MMP1;MMP11;MMP2;PRSS2	0.8321154658998098	1.3265556549584423				0.0004499284785111426	4.4021171324752166e-05	figure4_pathway_interpretable_hits	REACTOME_COLLAGEN_DEGRADATION	manuscript_interpretable_candidate	27	3000			True					
0.10338900354434921	5	caf_fibroblast	reactome	pdac_gse263733				A1BG;A2M;AAMP;ABHD12;ABL1;ACTN1;ANGPT1;ANGPT2;APP;ATP1B2;ATP2A2;BCAR1;BSG;CALU;CAPZA2;CAV1;CBX5;CD36;CD63;CD9;CD99;CHID1;CLU;COL1A1;COL1A2;CRK;DAGLB;DGKB;DOCK6;DOCK7	0.8270629126790999	1.0569624672493627				0.0004734359846100754	4.7267317656944504e-05	figure4_pathway_top_hits	REACTOME_HEMOSTASIS	background_significant_pathway	124	3000			True					
0.19035654829385873	5	caf_fibroblast	reactome	pdac_gse263733				ACTA2;ACTG2;ACTN1;COL10A1;COL11A1;COL1A1;COL1A2;COL3A1;COL4A1;COL4A2;COL5A1;COL5A2;COL5A3;DDR2;DMD;FN1;ITGAV;ITGB5;LAMA1;LAMA2;LAMB1;LAMB2;LAMC1;PDGFA;SDC2;SGCA;SGCB;SGCE;SNTA1;SSPN	0.8320685841939166	1.2408725303230863				0.0007485367469935854	8.279589558295245e-05	figure4_pathway_top_hits	REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS	manuscript_interpretable_candidate	33	3000			True					
0.19035654829385873	5	caf_fibroblast	reactome	pdac_gse263733				ACTA2;ACTG2;ACTN1;COL10A1;COL11A1;COL1A1;COL1A2;COL3A1;COL4A1;COL4A2;COL5A1;COL5A2;COL5A3;DDR2;DMD;FN1;ITGAV;ITGB5;LAMA1;LAMA2;LAMB1;LAMB2;LAMC1;PDGFA;SDC2;SGCA;SGCB;SGCE;SNTA1;SSPN	0.8320685841939166	1.2408725303230863				0.0007485367469935854	8.279589558295245e-05	figure4_pathway_interpretable_hits	REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS	manuscript_interpretable_candidate	33	3000			True					
0.29798356982823004	5	caf_fibroblast	reactome	pdac_gse263733				ACTN1;COL1A1;COL1A2;COL3A1;COL5A1;COL5A2;COL5A3;FN1;ITGAV;ITGB5;SDC2;THBS1;TRAPPC4	0.83306446633572	1.64097860455513				0.0008822352688444039	0.00010241868344180107	figure4_pathway_top_hits	REACTOME_SYNDECAN_INTERACTIONS	background_significant_pathway	13	3000			True					
0.09121749793783396	5	caf_fibroblast	reactome	pdac_gse263733				ABI2;ABL1;ACE2;ADCY2;ADCY3;AHCYL1;AKT2;AKT3;ANO6;ANO8;ANTXR1;AP2A2;AP2M1;APP;ARF1;ATP1B2;BAIAP2;BANF1;BCAP31;CALR;CAV1;CD9;CEBPD;CHMP5;CLTA;CRK;CTSL;DAD1;DYNC1H1;DYNC1I2	0.8301488117066805	0.9647631311750079				0.0009610970137011782	0.0001135267646231063	figure4_pathway_top_hits	REACTOME_INFECTIOUS_DISEASE	low_specificity_housekeeping_or_infection_proxy	143	3000			True					
0.09666302150644535	5	caf_fibroblast	reactome	pdac_gse263733				ABI2;ABL1;ACTN1;AKAP12;ALDH3A2;AR;ARHGAP1;ARHGAP10;ARHGAP29;ARHGAP31;ARHGAP35;ARHGAP42;ARHGAP44;ARHGAP5;ARHGEF10;ARHGEF10L;ARHGEF11;ARHGEF17;ARHGEF26;ARHGEF9;ATP6AP1;BAIAP2;BASP1;BCAP31;CAV1;CDC42BPA;CDC42EP4;CENPC;CHN1;CKAP4	0.8294459897441505	0.9989564149152665				0.0009846650084878994	0.00011741703420320699	figure4_pathway_top_hits	REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3	background_significant_pathway	126	3000			True					
0.2328020134228188	5	caf_fibroblast	reactome	pdac_gse263733				COL10A1;COL11A1;COL12A1;COL14A1;COL15A1;COL16A1;COL18A1;COL1A1;COL1A2;COL26A1;COL3A1;COL4A1;COL4A2;COL5A1;COL5A2;COL5A3;COL6A1;COL6A2;COL6A3;COL8A1	0.8328660013791699	1.3877799347043038				0.001296750985280385	0.00016294781729529108	figure4_pathway_top_hits	REACTOME_COLLAGEN_CHAIN_TRIMERIZATION	manuscript_interpretable_candidate	20	3000			True					
0.2328020134228188	5	caf_fibroblast	reactome	pdac_gse263733				COL10A1;COL11A1;COL12A1;COL14A1;COL15A1;COL16A1;COL18A1;COL1A1;COL1A2;COL26A1;COL3A1;COL4A1;COL4A2;COL5A1;COL5A2;COL5A3;COL6A1;COL6A2;COL6A3;COL8A1	0.8328660013791699	1.3877799347043038				0.001296750985280385	0.00016294781729529108	figure4_pathway_interpretable_hits	REACTOME_COLLAGEN_CHAIN_TRIMERIZATION	manuscript_interpretable_candidate	20	3000			True					
0.22390863025304109	5	caf_fibroblast	reactome	pdac_gse263733				BCAR1;COL3A1;COL4A1;COL4A2;COL5A1;COL5A2;COL5A3;COL6A1;COL6A2;COL6A3;CRK;NRAS;PDGFA;PDGFC;PDGFRA;PDGFRB;PLAT;THBS1;THBS2;THBS3;THBS4	0.83344003186005	1.279925137758255				0.0015189282919121443	0.00019910083525909422	figure4_pathway_top_hits	REACTOME_SIGNALING_BY_PDGF	background_significant_pathway	21	3000			True					
0.29449743418116914	5	caf_fibroblast	reactome	pdac_gse263733				APP;CD36;FOS;IRAK4;JUN;MAPK10;MEF2C;PPP2R1A;TAB1;TRAF2;TRAF6;USP14	0.8347250232934313	1.2948261002699535				0.0015946446017027897	0.00021082249757723267	figure4_pathway_top_hits	REACTOME_TOLL_LIKE_RECEPTOR_TLR1_TLR2_CASCADE	background_significant_pathway	12	3000			True					
0.13553719500926964	5	caf_fibroblast	reactome	pdac_gse263733				A1BG;A2M;AAMP;ABHD12;ACTN1;APP;BCAR1;CALU;CD36;CD63;CD9;CHID1;CLU;COL1A1;COL1A2;CRK;DAGLB;DGKB;ECM1;F13A1;F2RL3;FAM3C;FN1;GAS6;GNA11;GNB1;GNB4;GNG11;GNG12;GNG4	0.8294439573211813	1.2042581825925593				0.0016763269075912436	0.00022382505752063363	figure4_pathway_top_hits	REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION	background_significant_pathway	57	3000			True					
0.29313085676037487	5	caf_fibroblast	reactome	pdac_gse263733				APP;EEA1;FOS;IRAK4;JUN;MAPK10;MEF2C;PPP2R1A;TAB1;TRAF2;TRAF6;USP14	0.8347487607434732	1.288915475209554				0.0016770131749226597	0.00022423162075961196	figure4_pathway_top_hits	REACTOME_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE	background_significant_pathway	12	3000			True					
0.24756002233389163	5	caf_fibroblast	reactome	pdac_gse263733				ABCG2;ACO1;ATP6AP1;ATP6V0E1;ATP6V1D;ATP6V1E1;ATP6V1G1;CYBRD1;FTH1;FTL;HEPH;MCOLN1;SLC22A17;SLC46A1;TF	0.8344244337161781	1.2626232107480366				0.0029764027734354285	0.0004625577955591547	figure4_pathway_top_hits	REACTOME_IRON_UPTAKE_AND_TRANSPORT	background_significant_pathway	15	3000			True					
0.3024247491638796	5	caf_fibroblast	reactome	pdac_gse263733				APP;FOS;JUN;MAPK10;MEF2C;PPP2R1A;TAB1;TRAF2;TRAF6;USP14	0.834883597144315	1.3394327342510224				0.003021528405639147	0.0004720960814069052	figure4_pathway_top_hits	REACTOME_MYD88_INDEPENDENT_TLR4_CASCADE	background_significant_pathway	10	3000			True					
0.29897993311036786	5	caf_fibroblast	reactome	pdac_gse263733				APOE;CALR;COL1A1;COL1A2;COL3A1;COL4A1;COL4A2;COLEC11;FTH1;FTL	0.8345242211651244	1.4468861520290375				0.0033690228582520278	0.0005396763376692919	figure4_pathway_top_hits	REACTOME_SCAVENGING_BY_CLASS_A_RECEPTORS	background_significant_pathway	10	3000			True					
0.20626128934286037	5	caf_fibroblast	reactome	pdac_gse263733				APP;CD180;CD36;CTSB;CTSK;CTSL;DNM1;DNM2;EEA1;FOS;IRAK4;JUN;LGMN;MAPK10;MEF2C;PLCG2;PPP2R1A;TAB1;TRAF2;TRAF6;USP14	0.8341839816715142	1.174390543074835				0.003423442378349167	0.000552838111674721	figure4_pathway_top_hits	REACTOME_TOLL_LIKE_RECEPTOR_CASCADES	background_significant_pathway	21	3000			True					
0.1000897289041619	5	caf_fibroblast	reactome	pdac_gse263733				ABI2;ACTN1;AKAP12;ALDH3A2;ARHGAP1;ARHGAP10;ARHGAP29;ARHGAP31;ARHGAP35;ARHGAP42;ARHGAP44;ARHGAP5;ARHGEF10;ARHGEF10L;ARHGEF11;ARHGEF17;ARHGEF26;ARHGEF9;ATP6AP1;BAIAP2;BASP1;BCAP31;CAV1;CDC42BPA;CDC42EP4;CHN1;CKAP4;CKB;COPS2;COPS4	0.8331143139256645	0.9481514364480972				0.0036711411083226687	0.0005997920684020135	figure4_pathway_top_hits	REACTOME_RHO_GTPASE_CYCLE	background_significant_pathway	90	3000			True					
0.19631082483668116	5	caf_fibroblast	reactome	pdac_gse263733				EFEMP1;EFEMP2;ELN;EMILIN1;FBLN1;FBLN2;FBLN5;FBN1;FN1;ITGA8;ITGAV;ITGB5;LOX;LOXL1;LOXL2;LTBP1;LTBP2;LTBP3;LTBP4;MFAP4;TGFB2;TGFB3	0.8348783084696135	1.06494000825015				0.004325702720005147	0.0007432287765351449	figure4_pathway_top_hits	REACTOME_ELASTIC_FIBRE_FORMATION	background_significant_pathway	22	3000			True					
0.08603412919066555	5	caf_fibroblast	reactome	pdac_gse263733				ACE2;AKT2;AKT3;ANO6;ANO8;AP2A2;AP2M1;ARF1;ATP1B2;BANF1;BCAP31;CALR;CAV1;CEBPD;CHMP5;CLTA;CTSL;DAD1;DYNC1H1;DYNC1I2;DYNC1LI1;DYNC1LI2;DYNLL1;ERCC2;FKBP1A;FNTB;FUT8;FXYD1;FXYD2;FXYD6	0.8319123536606416	0.9554452901392911				0.0052525903397959	0.0009439866582506435	figure4_pathway_top_hits	REACTOME_VIRAL_INFECTION_PATHWAYS	low_specificity_housekeeping_or_infection_proxy	113	3000			True					
0.09956902203105245	5	caf_fibroblast	reactome	pdac_gse263733				A1BG;ACLY;ACTR1B;AGL;ALOX5;ANO6;ANPEP;AP2A2;APEH;ASAH1;ATP6V1D;ATP8B4;CANT1;CCT8;CD36;CD59;CD63;CEP290;CKAP4;COMMD3;CRISPLD2;CST3;CTSA;CTSB;CYB5R3;CYSTM1;DNAJC13;DNAJC5;DYNC1H1;DYNC1LI1	0.8313489943977577	1.0245502241599707				0.005977293001971617	0.0011011689079688557	figure4_pathway_top_hits	REACTOME_NEUTROPHIL_DEGRANULATION	background_significant_pathway	81	3000			True					
0.13299606347644233	5	caf_fibroblast	reactome	pdac_gse263733				ABI2;ABL1;AR;BAIAP2;CENPC;CLASP2;CTTN;DYNC1H1;DYNC1I2;DYNC1LI1;DYNC1LI2;DYNLL1;GOPC;KIF5B;KNTC1;LIN7B;MYH10;MYH11;MYL6;MYL9;MYLK;NCKAP1;NSL1;NUDC;NUP133;NUP43;PFN2;PKN2;PPP1R12B;PPP1R14A	0.831862843942013	1.152493547986854				0.006454579153757204	0.0012109154130710699	figure4_pathway_top_hits	REACTOME_RHO_GTPASE_EFFECTORS	background_significant_pathway	44	3000			True					
0.26209738739012745	5	caf_fibroblast	reactome	pdac_gse263733				HOXA3;HOXB4;JUN;MAFB;NCOA6;PAX6;PBX1;PCGF2;POLR2C;POLR2D;POLR2I	0.835015953384781	1.2575998306274414				0.006951077295626963	0.0013275578609676284	figure4_pathway_top_hits	REACTOME_ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS	background_significant_pathway	11	3000			True					
